cluster,primary_keyword,secondary_keywords,intent,serp_page_type,target_url,existing_or_new,keep_create_merge_hold_noindex,parent_hub,inbound_links_from,outbound_money_path,monetization_route,medical_review_level,schema_candidates,SERP_research_status,Semrush_status,cannibalization_notes
Premium dental care,מרפאת שיניים פרטית,NONE IN WAVE 0 SEED,Clinic discovery,Provider/clinic listing or discovery page,/dental-clinics/,new candidate; legacy equivalent check required,create candidate,/dental/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified clinic discovery; booking,M3,BreadcrumbList; ItemList; Physician/MedicalClinic/MedicalBusiness only where verified; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,טיפולי פוריות פרטיים,NONE IN WAVE 0 SEED,Treatment/service discovery,Authority hub / decision guide,/private-fertility-treatment/,new candidate; legacy equivalent check required,create candidate,/fertility/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified fertility-clinic/specialist discovery; concierge,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,IVF פרטי,IVF פרטי מחיר,"Price, cost and financing; Treatment/service discovery",Integrated decision + price guide,/private-ivf/,new candidate; legacy equivalent check required,create candidate,/fertility/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Transparent package observation; financing only after legal review; Verified clinic discovery; coordination,M4,BreadcrumbList; MedicalWebPage; Article; ItemList; Offer only when a real verified offer exists,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,רופא פוריות פרטי,NONE IN WAVE 0 SEED,Provider discovery,Provider/clinic listing or discovery page,/fertility-specialists/,new candidate; legacy equivalent check required,create candidate,/fertility/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified specialist discovery; consultation,M4,BreadcrumbList; ItemList; Physician/MedicalClinic/MedicalBusiness only where verified; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,הקפאת ביציות,הקפאת ביציות מחיר,"Price, cost and financing; Treatment education + service discovery",Integrated decision + price guide,/egg-freezing/,new candidate; legacy equivalent check required,create candidate,/fertility/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Transparent package observation; Verified clinic discovery; consultation,M4,BreadcrumbList; MedicalWebPage; Article; ItemList; Offer only when a real verified offer exists,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,תרומת ביצית,NONE IN WAVE 0 SEED,Treatment/legal pathway education,Medical education / treatment decision page,/egg-donation/,new candidate; legacy equivalent check required,create candidate,/fertility/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Licensed clinic/coordination only,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,בדיקת פוריות,NONE IN WAVE 0 SEED,Test/diagnosis education,Test/diagnostic education + service discovery,/fertility-testing/,new candidate; legacy equivalent check required,create candidate,/fertility/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified provider/lab discovery,M4,BreadcrumbList; MedicalWebPage; MedicalTest where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,פונדקאות,NONE IN WAVE 0 SEED,Legal/medical pathway education,Service decision/coordination page,/surrogacy/,new candidate; legacy equivalent check required,create candidate,/fertility/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Specialist legal/medical coordination only after exact model,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Fertility and reproductive medicine,שימור פוריות,NONE IN WAVE 0 SEED,Treatment/service education,Authority hub / decision guide,/fertility-preservation/,new candidate; legacy equivalent check required,create candidate,/fertility/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified specialist/clinic discovery,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",אורתופד פרטי,אורתופד מומחה פרטי,Provider discovery,Provider/clinic listing or discovery page,/orthopedists/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified specialist discovery; booking,M3,BreadcrumbList; ItemList; Physician/MedicalClinic/MedicalBusiness only where verified; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",החלפת ברך פרטית,NONE IN WAVE 0 SEED,Treatment/procedure education + provider discovery,Medical education / treatment decision page,/private-knee-replacement/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified surgeon/hospital discovery; concierge,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",החלפת מפרק ירך פרטית,NONE IN WAVE 0 SEED,Treatment/procedure education + provider discovery,Medical education / treatment decision page,/private-hip-replacement/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified surgeon/hospital discovery; concierge,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",ניתוח כתף פרטי,NONE IN WAVE 0 SEED,Treatment/procedure education + provider discovery,Medical education / treatment decision page,/private-shoulder-surgery/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified surgeon/hospital discovery,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",פיזיותרפיה פרטית,NONE IN WAVE 0 SEED,Provider discovery + booking,Service decision/coordination page,/physiotherapy/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified therapist/clinic discovery; booking,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",שיקום אחרי ניתוח,NONE IN WAVE 0 SEED,Recovery and service discovery,Medical education / treatment decision page,/post-surgery-rehabilitation/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified rehabilitation provider discovery,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",טיפול בכאב פרטי,NONE IN WAVE 0 SEED,Treatment/service discovery,Provider/clinic listing or discovery page,/private-pain-treatment/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified pain specialist/clinic discovery,M3,BreadcrumbList; ItemList; Physician/MedicalClinic/MedicalBusiness only where verified; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",מרפאת כאב פרטית,NONE IN WAVE 0 SEED,Clinic discovery,Provider/clinic listing or discovery page,/pain-clinics/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified clinic discovery,M3,BreadcrumbList; ItemList; Physician/MedicalClinic/MedicalBusiness only where verified; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",מדרסים בהתאמה אישית,NONE IN WAVE 0 SEED,Product/service comparison,Product/category/supplier page or B2B quote landing page,/custom-orthotics/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified provider/product discovery; eligible commerce only,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
"Orthopedics, rehabilitation and pain",רפואת ספורט פרטית,NONE IN WAVE 0 SEED,Provider/service discovery,Authority hub / decision guide,/sports-medicine/,new candidate; legacy equivalent check required,create candidate,/orthopedics-rehabilitation/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified provider discovery,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,ניתוח לייזר בעיניים,ניתוח לייזר בעיניים מחיר; ניתוח להסרת משקפיים,"Price, cost and financing; Treatment/procedure education; Treatment/procedure education + provider discovery",Integrated decision + price guide,/laser-eye-surgery/,new candidate; legacy equivalent check required,create candidate,/vision-hearing/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Consultation; transparent package observation; Verified clinic discovery; Verified ophthalmologist/clinic discovery; consultation,M3,BreadcrumbList; MedicalWebPage; Article; ItemList; Offer only when a real verified offer exists,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","3 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,קטרקט פרטי,ניתוח קטרקט פרטי מחיר,Price + provider discovery; Treatment/procedure education + provider discovery,Integrated decision + price guide,/private-cataract-surgery/,new candidate; legacy equivalent check required,create candidate,/vision-hearing/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Consultation; price observation; Verified ophthalmologist/hospital discovery,M3,BreadcrumbList; MedicalWebPage; Article; ItemList; Offer only when a real verified offer exists,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,רופא עיניים פרטי,NONE IN WAVE 0 SEED,Provider discovery,Provider/clinic listing or discovery page,/ophthalmologists/,new candidate; legacy equivalent check required,create candidate,/vision-hearing/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified specialist discovery; booking,M3,BreadcrumbList; ItemList; Physician/MedicalClinic/MedicalBusiness only where verified; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,בדיקת שמיעה פרטית,NONE IN WAVE 0 SEED,Test/service discovery,Test/diagnostic education + service discovery,/private-hearing-test/,new candidate; legacy equivalent check required,create candidate,/vision-hearing/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified clinic/provider discovery,M3,BreadcrumbList; MedicalWebPage; MedicalTest where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,מכשירי שמיעה,מכשירי שמיעה מחיר,Device/product research; Price/product comparison,Integrated decision + price guide,/hearing-aids/,new candidate; legacy equivalent check required,create candidate,/vision-hearing/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Product/provider comparison; quote; Verified provider/product comparison; eligible commerce/quote after regulation review,M3,BreadcrumbList; MedicalWebPage; Article; ItemList; Offer only when a real verified offer exists,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Vision and hearing,רופא אף אוזן גרון פרטי,NONE IN WAVE 0 SEED,Provider discovery,Provider/clinic listing or discovery page,/ent-specialists/,new candidate; legacy equivalent check required,create candidate,/vision-hearing/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified specialist discovery; booking,M3,BreadcrumbList; ItemList; Physician/MedicalClinic/MedicalBusiness only where verified; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,תיירות מרפא,טיפול רפואי בחו״ל,Medical travel research; Medical travel research + coordination,Authority hub / decision guide,/medical-travel/,new candidate; legacy equivalent check required,create candidate,/medical-travel/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Paid concierge only with vetted providers; Paid concierge only with vetted providers and disclosure,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,ניתוח בחו״ל,NONE IN WAVE 0 SEED,Medical travel research + provider discovery,Service decision/coordination page,/medical-travel/surgery-abroad/,new candidate; legacy equivalent check required,create candidate,/medical-travel/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Paid concierge with vetted providers,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,טיפול שיניים בחו״ל,NONE IN WAVE 0 SEED,Medical travel + price,Service decision/coordination page,/medical-travel/dental-treatment-abroad/,new candidate; legacy equivalent check required,create candidate,/medical-travel/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Paid concierge with vetted clinics,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,ניתוח פלסטי בחו״ל,NONE IN WAVE 0 SEED,Medical travel + provider discovery,Service decision/coordination page,/medical-travel/plastic-surgery-abroad/,new candidate; legacy equivalent check required,create candidate,/medical-travel/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Paid concierge with vetted specialists,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,חוות דעת רפואית מחו״ל,NONE IN WAVE 0 SEED,Second opinion + cross-border coordination,Service decision/coordination page,/international-second-opinion/,new candidate; legacy equivalent check required,create candidate,/medical-travel/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Paid concierge/coordination,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,תיאום טיפול רפואי בחו״ל,NONE IN WAVE 0 SEED,Concierge/coordination,Service decision/coordination page,/medical-travel/coordination/,new candidate; legacy equivalent check required,create candidate,/medical-travel/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Paid concierge,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,ליווי רפואי בחו״ל,NONE IN WAVE 0 SEED,Concierge/coordination,Service decision/coordination page,/medical-travel/concierge/,new candidate; legacy equivalent check required,create candidate,/medical-travel/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Paid concierge,M4,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשיר לחץ דם ביתי,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/products/blood-pressure-monitors/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Eligible product commerce or curated partner after device-status review,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
