cluster,entity_type,primary_keyword_he,english_meaning,transliteration,variants,intent,geography,volume,volume_source_date,trend,CPC,KD,SERP_features,current_hea_lth_url,current_rank,competitor_urls,business_value_1_5,medical_risk,proposed_url,url_state,decision,monetization_route,notes
"Imaging, diagnostics, prevention and longevity",test,PET CT פרטי,private PET-CT,PET CT prati,פט סיטי פרטי,Test education + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/private-pet-ct/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified center discovery; coordination,High-risk oncology/diagnostic context; referral and preparation required.
"Imaging, diagnostics, prevention and longevity",screening,בדיקות סקר מנהלים,executive health screening,bdikot seker menahalim,סקר מנהלים; בדיקות מנהלים,Premium screening research + booking,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/premium-health-services/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/premium-health-services/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Premium package comparison; concierge after evidence review,Required priority query; package evidence and overtesting risk must be addressed.
"Imaging, diagnostics, prevention and longevity",price,בדיקות סקר מנהלים מחיר,executive screening price,bdikot seker menahalim mekhir,מחיר סקר מנהלים,Price + package comparison,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/premium-health-services/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/premium-health-services/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Package comparison; concierge,"Inclusions, evidence, follow-up and downstream costs required."
"Imaging, diagnostics, prevention and longevity",prevention,רפואה מונעת פרטית,private preventive medicine,refu'a mona'at pratit,רפואה מונעת; מרפאה לרפואה מונעת,Prevention education + service discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",/premium-health-services/,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/premium-health-services/,existing-public,"keep-improve pending crawl, GSC, backlink, content-equivalence and SERP-overlap audit",Verified clinic/package discovery; membership/concierge after validation,Required priority query; avoid universal testing claims.
"Imaging, diagnostics, prevention and longevity",test,בדיקות דם פרטיות,private blood tests,bdikot dam pratiyot,בדיקות מעבדה פרטיות,Test/service discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/private-lab-tests/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Licensed lab discovery; booking,Panel appropriateness and interpretation remain clinical.
"Imaging, diagnostics, prevention and longevity",test,בדיקות גנטיות פרטיות,private genetic tests,bdikot genetiot pratiyot,בדיקה גנטית פרטית,Test education + service discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/private-genetic-testing/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Licensed provider/lab discovery only,"Consent, counseling, family implications, incidental findings and sensitive data require high-risk governance."
"Imaging, diagnostics, prevention and longevity",screening,בדיקת סקר לגילוי מוקדם,early-detection screening test,bdikat seker le-gilui mukdam,בדיקות לגילוי מוקדם,Screening education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/screening-and-early-detection/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Neutral service discovery after evidence explanation,Organize by evidence/guideline and population; no blanket recommendations.
"Imaging, diagnostics, prevention and longevity",longevity,רפואת אריכות ימים,longevity medicine,refuat arikhut yamim,רפואת longevity; רפואה לאריכות ימים,Innovation/education + premium service discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/longevity-medicine/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic/package discovery; membership only after validation,Required priority query; separate established prevention from speculative interventions.
"Imaging, diagnostics, prevention and longevity",longevity,longevity,longevity,longevity,longevity Israel; longevity clinic,Innovation/education + premium service discovery,Israel; English query used by Israelis,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/longevity-medicine/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic/package discovery,Required priority query; English-language query needs Israel SERP capture.
"Imaging, diagnostics, prevention and longevity",location,longevity clinic israel,longevity clinic Israel,longevity clinic Israel,longevity israel; מרפאת אריכות ימים,Provider/clinic discovery,Israel; English query,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/longevity-clinics/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic discovery,Do not label clinics as evidence-based without criteria.
"Imaging, diagnostics, prevention and longevity",provider,מרפאת אריכות ימים,longevity clinic,mirpa'at arikhut yamim,קליניקת longevity,Provider/clinic discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/longevity-clinics/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic discovery,"Inventory, credentials, services, claims and data practices require verification."
"Imaging, diagnostics, prevention and longevity",biomarker,בדיקת גיל ביולוגי,biological age test,bdikat gil biologí,גיל ביולוגי; בדיקת biological age,Test/innovation education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/biological-age-tests/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",No direct recommendation; verified service discovery after evidence review,"Validity, actionability, lab method and marketing claims require systematic evidence review."
"Imaging, diagnostics, prevention and longevity",biomarker,בדיקות ביומרקרים,biomarker tests,bdikot biomarkerim,בדיקות סמנים ביולוגיים,Test/biomarker education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/biomarkers/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Licensed lab/service discovery,Ontology-level hub; clinical interpretation not automated.
"Imaging, diagnostics, prevention and longevity",screening,בדיקת גוף מלאה,full body checkup,bdikat guf mele'a,בדיקות גוף מקיפות; full body scan,Premium screening research,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/full-body-screening/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",No launch as a package page until evidence/regulation/supply review,"Could mean executive checkup, imaging, labs or unvalidated package; intent and clinical evidence are critical."
Premium dental care,procedure,השתלת שיניים,dental implants,hashtalat shinayim,שתלים דנטליים; שתל שן,Treatment/procedure education + provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/dental-implants/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified dentist/clinic discovery; consultation request,Required priority query.
Premium dental care,price,השתלת שיניים מחיר,dental implant price,hashtalat shinayim mekhir,מחיר שתלים; עלות השתלת שיניים,"Price, cost and financing",Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/dental-implants/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Consultation; transparent price observation; financing after review,"Implant count/system, imaging, bone graft, temporary/prosthetic work and follow-up must be explicit."
Premium dental care,procedure,השתלת שיניים ביום אחד,same-day dental implants,hashtalat shinayim be-yom ekhad,שיניים ביום אחד; all on 4,Treatment/procedure education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/same-day-dental-implants/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic discovery; consultation,"Avoid universal suitability claims; distinguish marketing name, protocol and evidence."
Premium dental care,procedure,יישור שיניים שקוף,clear aligners,yishur shinayim shakuf,קשתיות שקופות; יישור שקוף,Treatment/procedure education + provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/clear-aligners/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified orthodontist/dentist discovery; consultation,Required priority query; provider qualification and brand relationships.
Premium dental care,price,יישור שיניים שקוף מחיר,clear aligner price,yishur shinayim shakuf mekhir,מחיר קשתיות שקופות,"Price, cost and financing",Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/clear-aligners/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Consultation; transparent package comparison,"Inclusions, scans, retainers, refinements and follow-up required."
Premium dental care,brand,אינויזליין,Invisalign,invisalign,Invisalign ישראל; יישור אינויזליין,Brand/treatment research,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/clear-aligners/invisalign/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified provider discovery; consultation,Trademark/brand facts and provider status require official source.
Premium dental care,provider,רופא שיניים פרטי,private dentist,rofe shinayim prati,מרפאת שיניים פרטית,Provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/dentists/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified dentist/clinic discovery; booking,"License, specialty, locations and services required."
Premium dental care,price,טיפול שורש מחיר,root canal price,tipul shoresh mekhir,מחיר טיפול שורש,Price + treatment education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/root-canal-treatment/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified dentist discovery; price observation,"Complexity, specialist, imaging, restoration and number of canals affect scope."
Premium dental care,procedure,הלבנת שיניים,teeth whitening,halbanat shinayim,הלבנת שיניים מקצועית,Treatment/product education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/teeth-whitening/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified dentist discovery; eligible products separately governed,Compare in-clinic and home products without personalized recommendation.
Premium dental care,procedure,ציפוי חרסינה לשיניים,porcelain veneers,tsipui kharsina la-shinayim,ציפויי שיניים; למינייט,Treatment/procedure education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/dental-veneers/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified dentist discovery; consultation,"Irreversibility, preparation, longevity and alternatives required."
Premium dental care,hub,שיקום הפה,oral rehabilitation,shikum ha-pe,שיקום פה מלא; פרותטיקה,Treatment hub + specialist discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/oral-rehabilitation/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified specialist/clinic discovery,Professional specialty terminology and credentials require verification.
Premium dental care,device,שתלים דנטליים,dental implant systems,shtalim dentalim,מותגי שתלים; סוגי שתלים דנטליים,Device/treatment comparison,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/dental-implants/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Provider discovery; no product selection advice,Device brands/models and regulatory status are separate entities.
Premium dental care,procedure,כתר זירקוניה,zirconia crown,keter zirkonia,כתר זירקוניום,Treatment/material education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/zirconia-crowns/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified dentist discovery,Claims about durability/aesthetics require evidence and context.
Premium dental care,provider,מרפאת שיניים פרטית,private dental clinic,mirpa'at shinayim pratit,קליניקת שיניים פרטית,Clinic discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/dental-clinics/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic discovery; booking,Location/service pages require inventory thresholds.
Premium dental care,provider,רופא שיניים מומלץ,recommended dentist,rofe shinayim mumlatz,רופא שיניים מומלץ באזורי,Provider/review discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/dentists/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified provider discovery; transparent ranking/review policy,Do not claim 'recommended' as editorial or clinical quality without methodology.
Fertility and reproductive medicine,hub,טיפולי פוריות פרטיים,private fertility treatments,tipulei poriyut pratiyim,מרפאת פוריות פרטית,Treatment/service discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/private-fertility-treatment/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified fertility-clinic/specialist discovery; concierge,"High emotional, clinical and privacy risk; evidence, success-rate methodology and claims controls."
Fertility and reproductive medicine,procedure,IVF פרטי,private IVF,IVF prati,הפריה חוץ גופית פרטית,Treatment/service discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/private-ivf/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic discovery; coordination,"Eligibility, medications, laboratory, success rates and payer routes require specialist/legal review."
Fertility and reproductive medicine,price,IVF פרטי מחיר,private IVF price,IVF prati mekhir,מחיר IVF פרטי,"Price, cost and financing",Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/private-ivf/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Transparent package observation; financing only after legal review,"Cycle scope, medications, tests, storage and add-ons must be explicit."
Fertility and reproductive medicine,provider,רופא פוריות פרטי,private fertility specialist,rofe poriyut prati,מומחה פוריות פרטי,Provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/fertility-specialists/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified specialist discovery; consultation,Specialty/license and clinic/lab affiliations required.
Fertility and reproductive medicine,procedure,הקפאת ביציות,egg freezing,hakpa'at beitsiyot,שימור ביציות; הקפאת ביציות פרטית,Treatment education + service discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/egg-freezing/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified clinic discovery; consultation,Age-related outcomes and success claims need exact evidence; no guarantees.
Fertility and reproductive medicine,price,הקפאת ביציות מחיר,egg freezing price,hakpa'at beitsiyot mekhir,מחיר שימור ביציות,"Price, cost and financing",Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/egg-freezing/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Transparent package observation,"Medication, retrieval, anesthesia, storage and future use costs."
Fertility and reproductive medicine,procedure,תרומת ביצית,egg donation,trumat beitsit,תרומת ביציות,Treatment/legal pathway education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/egg-donation/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Licensed clinic/coordination only,"Cross-border, donor, consent, parentage and regulatory issues require specialist counsel."
Fertility and reproductive medicine,test,בדיקת פוריות,fertility testing,bdikat poriyut,בירור פוריות; בדיקות פוריות,Test/diagnosis education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/fertility-testing/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified provider/lab discovery,Do not infer diagnosis; separate tests by patient/indication.
Fertility and reproductive medicine,service,פונדקאות,surrogacy,pundeka'ut,"הליך פונדקאות; פונדקאות בחו""ל",Legal/medical pathway education,Israel / international,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/surrogacy/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Specialist legal/medical coordination only after exact model,"Complex jurisdictional, ethical, financial and medical risk."
Fertility and reproductive medicine,hub,שימור פוריות,fertility preservation,shimur poriyut,שימור פוריות לנשים; שימור זרע,Treatment/service education,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"4 (HYPOTHESIS — validate with demand, supply and unit economics)",M4,/fertility-preservation/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified specialist/clinic discovery,Separate medical and elective indications; coverage claims require current sources.
"Orthopedics, rehabilitation and pain",provider,אורתופד פרטי,private orthopedist,ortoped prati,אורטופד פרטי,Provider discovery,Israel,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,DATA REQUIRED,"DATA REQUIRED — capture Google Israel Hebrew desktop and mobile; include AI Overview, local pack, video, images, ads, shopping, PAA and related searches",NONE CONFIRMED,DATA REQUIRED,DATA REQUIRED,"5 (HYPOTHESIS — validate with demand, supply and unit economics)",M3,/orthopedists/,provisional-new,"create candidate; legacy-URL check, localized SERP evidence, unique-value and review-capacity gate required",Verified specialist discovery; booking,Spelling variants must be mapped.
