cluster,primary_keyword,secondary_keywords,intent,serp_page_type,target_url,url_state,decision,monetization_route,medical_review_level,serp_research_status,semrush_status,notes
Vision and hearing,רופא אף אוזן גרון פרטי,NONE IN WAVE 0 SEED,Provider discovery,Provider/clinic listing or discovery page,/ent-specialists/,new,hold,Verified specialist discovery; booking,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,תיירות מרפא,טיפול רפואי בחו״ל,Medical travel research; Medical travel research + coordination,Authority hub / decision guide,/medical-travel/,new,hold,Paid concierge only with vetted providers; Paid concierge only with vetted providers and disclosure,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,ניתוח בחו״ל,NONE IN WAVE 0 SEED,Medical travel research + provider discovery,Service decision/coordination page,/medical-travel/surgery-abroad/,new,hold,Paid concierge with vetted providers,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,טיפול שיניים בחו״ל,NONE IN WAVE 0 SEED,Medical travel + price,Service decision/coordination page,/medical-travel/dental-treatment-abroad/,new,hold,Paid concierge with vetted clinics,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,ניתוח פלסטי בחו״ל,NONE IN WAVE 0 SEED,Medical travel + provider discovery,Service decision/coordination page,/medical-travel/plastic-surgery-abroad/,new,hold,Paid concierge with vetted specialists,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,חוות דעת רפואית מחו״ל,NONE IN WAVE 0 SEED,Second opinion + cross-border coordination,Service decision/coordination page,/international-second-opinion/,new,hold,Paid concierge/coordination,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,תיאום טיפול רפואי בחו״ל,NONE IN WAVE 0 SEED,Concierge/coordination,Service decision/coordination page,/medical-travel/coordination/,new,hold,Paid concierge,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medical travel,ליווי רפואי בחו״ל,NONE IN WAVE 0 SEED,Concierge/coordination,Service decision/coordination page,/medical-travel/concierge/,new,hold,Paid concierge,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשיר לחץ דם ביתי,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/products/blood-pressure-monitors/,new,hold,Eligible product commerce or curated partner after device-status review,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מד סוכר רציף,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/devices/continuous-glucose-monitors/,new,hold,Licensed/eligible product or referral only after exact classification/model,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מד סטורציה,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/products/pulse-oximeters/,new,hold,Eligible product commerce after claims/status review,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשיר CPAP,מכשיר CPAP מחיר,Device/product + provider discovery; Price/product comparison,Integrated decision + price guide,/devices/cpap/,new,hold,Verified supplier quote; payer route; Verified supplier/clinic quote; service and consumables,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשיר TENS,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/products/tens-units/,new,hold,Eligible product commerce after status/claims review,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשיר אינהלציה,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/products/nebulizers/,new,hold,Eligible product commerce after status/claims review,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,כיסא גלגלים חשמלי,NONE IN WAVE 0 SEED,Product research + quote,Medical education / treatment decision page,/products/electric-wheelchairs/,new,hold,Quote/commerce; installation/service,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,הליכון למבוגרים,NONE IN WAVE 0 SEED,Product research,Medical education / treatment decision page,/products/walkers/,new,hold,Eligible product commerce,M2,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מיטה סיעודית ביתית,NONE IN WAVE 0 SEED,Product research + rental/quote,Service decision/coordination page,/products/home-care-beds/,new,hold,Quote/rental/commerce with installation/service,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשירי שיקום ביתיים,NONE IN WAVE 0 SEED,Product/category research,Medical education / treatment decision page,/products/home-rehabilitation/,new,hold,Eligible commerce/quote,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מוצרי החלמה אחרי ניתוח,NONE IN WAVE 0 SEED,Product/category research,Product/category/supplier page or B2B quote landing page,/products/post-surgery-recovery/,new,hold,Eligible commerce with procedure-specific safeguards,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,ציוד רפואי לבית,NONE IN WAVE 0 SEED,Product/category research,Product/category/supplier page or B2B quote landing page,/products/home-medical-equipment/,new,hold,Eligible commerce/quote/rental,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,השכרת ציוד רפואי,NONE IN WAVE 0 SEED,Rental/quote intent,Product/category/supplier page or B2B quote landing page,/medical-equipment-rental/,new,hold,Verified supplier quote/rental fee,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד רפואי,מכירת ציוד רפואי,Product/category + supplier discovery; Supplier/product discovery,Product/category/supplier page or B2B quote landing page,/medical-equipment/,new,hold,B2B catalog subscription; quote/RFP; eligible B2C categories separately; Supplier subscriptions; quote/commerce,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכשור רפואי למרפאות,ציוד למרפאה,B2B product/category; B2B product/category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/for-clinics/,new,hold,B2B quote/RFP; Supplier subscription; quote/RFP; financing referral after review,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד רפואי מקצועי,NONE IN WAVE 0 SEED,B2B product/category,Product/category/supplier page or B2B quote landing page,/medical-equipment/professional/,new,hold,B2B quote/RFP,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד רפואי יד שנייה,מכשור רפואי יד שנייה,B2B used-equipment marketplace,Product/category/supplier page or B2B quote landing page,/medical-equipment/used/,new,hold,Listings; assisted transaction; Listings; assisted transaction; inspection/service fees,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. 2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,השכרת ציוד רפואי למרפאות,NONE IN WAVE 0 SEED,B2B rental/quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/rental-for-clinics/,new,hold,Quote/rental; supplier fee,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ליסינג לציוד רפואי,NONE IN WAVE 0 SEED,B2B financing/quote,Price/cost guide,/medical-equipment/leasing/,new,hold,Financing referral only with licensed/approved partners and disclosures,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכשיר אולטרסאונד למרפאה,NONE IN WAVE 0 SEED,B2B product/model + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/ultrasound/,new,hold,Supplier quote/RFP; installation/training/service,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכשיר לייזר רפואי,NONE IN WAVE 0 SEED,B2B product/category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/medical-lasers/,new,hold,Supplier quote/RFP; training/service,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכשיר לייזר להסרת שיער,NONE IN WAVE 0 SEED,B2B product/category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/hair-removal-lasers/,new,hold,Supplier quote/RFP; leasing/service,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד לרפואת שיניים,NONE IN WAVE 0 SEED,B2B category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/dental/,new,hold,Supplier quote/RFP; catalog subscription,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד לקליניקה אסתטית,NONE IN WAVE 0 SEED,B2B category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/aesthetic-clinics/,new,hold,Supplier quote/RFP; leasing,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מיטת טיפולים חשמלית,NONE IN WAVE 0 SEED,B2B/B2C product + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/treatment-tables/,new,hold,Checkout or quote depending model,M2,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,אוטוקלב למרפאה,NONE IN WAVE 0 SEED,B2B product + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/autoclaves/,new,hold,Supplier quote; installation/service,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,תחזוקת ציוד רפואי,NONE IN WAVE 0 SEED,B2B service discovery,Service decision/coordination page,/medical-equipment/maintenance/,new,hold,Service lead/RFP; maintenance contract,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,תיקון מכשור רפואי,NONE IN WAVE 0 SEED,B2B service discovery,Service decision/coordination page,/medical-equipment/repair/,new,hold,Service lead/RFP,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,חלקי חילוף לציוד רפואי,NONE IN WAVE 0 SEED,B2B parts/model lookup,Product/category/supplier page or B2B quote landing page,/medical-equipment/parts/,new,hold,B2B commerce/quote,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ספק ציוד רפואי,NONE IN WAVE 0 SEED,Supplier discovery,Product/category/supplier page or B2B quote landing page,/medical-equipment/suppliers/,new,hold,Verified supplier directory; subscriptions; quote/RFP,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,הצעת מחיר לציוד רפואי,NONE IN WAVE 0 SEED,B2B quote/RFP,Product/category/supplier page or B2B quote landing page,/medical-equipment/request-a-quote/,new,hold,RFP/qualified opportunity fee,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכרז ציוד רפואי,NONE IN WAVE 0 SEED,B2B procurement information,Product/category/supplier page or B2B quote landing page,/medical-equipment/tenders/,new,hold,Subscription/data product/lead only after rights and procurement-law review,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,מאגר תרופות,NONE IN WAVE 0 SEED,Drug reference,Medicine/ingredient/safety reference page,/medicines/,new,hold,No ordinary monetization; licensed pharmacy navigation only after exact model,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,מחיר תרופה,NONE IN WAVE 0 SEED,Drug price information,Price/cost guide,/medicines/prices/,new,hold,No direct prescription commerce; licensed navigation only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,עלון לצרכן,NONE IN WAVE 0 SEED,Drug safety reference,Medicine/ingredient/safety reference page,/medicines/leaflets/,new,hold,No monetization around urgent safety content,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,תופעות לוואי תרופה,NONE IN WAVE 0 SEED,Drug safety education,Medicine/ingredient/safety reference page,/medicines/side-effects/,new,hold,No automated advice; professional/pharmacovigilance routing,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,חומר פעיל,NONE IN WAVE 0 SEED,Drug/ingredient reference,Medicine/ingredient/safety reference page,/active-ingredients/,new,hold,Licensed navigation only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
